trichotimeofday,diel2_1,diel2_2,diel2_3,diel4_1,diel4_2,diel4_3,diel6_1,diel6_2,diel6_3,diel8_1,diel8_3,diel9_1,diel9_2,diel9_3,diel10_1,diel10_2,diel10_3,diel11_1,diel11_2,diel11_3,diel12_1,diel12_3,diel14_1,diel14_2,diel14_3,diel16_1,diel16_3,diel19_1,diel19_3,diel22_1,diel22_2,diel22_3,diel23_1,diel23_2,diel23_3,diel24_1,diel24_2,diel24_3,diel1_1,diel1_2,diel1_3,teryparsed,KO,name,children__name,children__children__name,children__children__children__name,children__children__children__children__name,children__children__children__children__children__name,kid,kid2,kid3,kid4,kid5,kid6
Tery_2279  acyl-ACP reductase [Trichodesmium erythraeum IMS101: NC_008312],1.26,2.86,1.02,0,0,1.52,0,0,0.77,0,4.04,0,0,2.33,0,0,1.39,0,0,6.31,0,5.25,0,0,6.18,0,0.89,0,5.32,0,0,6.42,0,0,3.23,0,0,4.11,3.81,0,2.65,Tery_2279,K14330,,,,,,,,,,,,
Tery_0425  Protein splicing site [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0.81,0,0,1.37,0,0,0,Tery_0425,K00524,,,,Pyrimidine metabolism,"M00053  Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]",K00524,nrdJ;,ribonucleotide,"reductase,",class,II,[EC:1.17.4.1]
Tery_2514  NAD-dependent epimerase/dehydratase [Trichodesmium erythraeum IMS101: NC_008312],0,0,6.13,0,0,1.52,1.09,4.22,7.72,3.08,2.02,0,0,2.33,0,1.45,4.18,0,0,4.21,2.11,3.75,0,0,4.81,7.54,1.79,2.65,6.65,0,0,0,0,0,0,0,0,2.06,2.28,0,1.98,Tery_2514,K01784,,,,Other carbohydrate metabolism,,K01784,"galE,",GALE;,UDP-glucose,4-epimerase,[EC:5.1.3.2],
Tery_2514  NAD-dependent epimerase/dehydratase [Trichodesmium erythraeum IMS101: NC_008312],0,0,6.13,0,0,1.52,1.09,4.22,7.72,3.08,2.02,0,0,2.33,0,1.45,4.18,0,0,4.21,2.11,3.75,0,0,4.81,7.54,1.79,2.65,6.65,0,0,0,0,0,0,0,0,2.06,2.28,0,1.98,Tery_2514,K01784,,,,Nucleotide sugar,,K01784,"galE,",GALE;,UDP-glucose,4-epimerase,[EC:5.1.3.2],
Tery_4161  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],2.52,0,2.04,2.31,0,3.04,1.09,0,4.63,3.85,6.07,0,0,2.33,0,0,3.48,0,0,3.5,2.11,4.5,0,0,4.81,0,1.79,0,7.31,0,0,10.28,0,0,2.42,0,0,4.11,3.05,0,4.63,Tery_4161,no,,,,,,,,,,,,
Tery_0945  Thioredoxin domain [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,1.02,0,0,0.76,0,0,4.63,0,1.35,0,0,0,0,0,1.39,0,0,4.91,2.11,1.5,2.08,0,6.18,0,0,0,3.99,0,0,7.71,0,0,1.61,0,0,0.69,2.28,0,0.66,Tery_0945,K03671,,,,,,,,,,,,
Tery_2575  protein of unknown function DUF1486 [Trichodesmium erythraeum IMS101: NC_008312],3.77,5.71,2.04,1.15,1.46,6.08,7.63,5.63,3.86,3.85,7.41,0,10,8.56,0,5.82,3.48,1.88,0,4.21,3.16,8.25,0,0,3.44,1.26,4.47,2.65,3.32,0,0,5.14,0,0,0,0,0,7.54,9.13,0,7.27,Tery_2575,no,,,,,,,,,,,,
Tery_3401  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],7.55,6.43,5.11,0,0,6.08,1.09,2.82,6.18,3.85,6.74,0,2.86,7,0,1.45,7.66,5.63,0,6.31,7.38,5.25,0,0,6.87,3.77,7.16,0,6.65,0,0,6.42,10.53,0,5.65,0,0,6.17,6.09,0,3.97,Tery_3401,no,,,,,,,,,,,,
"Tery_4151 murE UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) [Trichodesmium erythraeum IMS101: NC_008312]",6.29,5,4.08,0,0,5.32,4.36,2.82,7.72,6.16,7.41,0,0,5.45,0,4.36,6.27,6.57,0,10.51,0,6,0,0,10.31,7.54,0.89,0,7.98,0,0,3.85,0,0,3.23,0,0,6.17,6.85,0,5.29,Tery_4151,K01928,,,,,,,,,,,,
Tery_3162  NmrA-like [Trichodesmium erythraeum IMS101: NC_008312],1.26,0.71,0,0,0,2.28,1.09,4.22,3.09,0,2.7,0,0,1.56,0,0,0,0,0,4.21,0,6,0,0,3.44,5.03,0,0,4.65,0,0,2.57,0,0,3.23,0,0,6.86,1.52,0,2.65,Tery_3162,no,,,,,,,,,,,,
Tery_1344  dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133) [Trichodesmium erythraeum IMS101: NC_008312],1.26,2.14,5.11,0,5.82,2.28,2.18,4.22,3.86,1.54,1.35,0,2.86,0.78,1.95,0,2.79,2.82,0,4.91,2.11,5.25,0.69,0,4.12,5.03,2.68,5.3,5.32,0,0,6.42,0,0,2.42,3.48,0,5.49,3.05,0,2.65,Tery_1344,K00067,,,,Other carbohydrate metabolism,,K00067,"rfbD,",rmlD;,dTDP-4-dehydrorhamnose,reductase,[EC:1.1.1.133],
"Tery_2082  thymidylate synthase, flavin-dependent [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,1.74,0,0,0,0,0.66,Tery_2082,K03465,,,,,,,,,,,,
Tery_1577  NADH dehydrogenase subunit J (EC 1.6.5.3) [Trichodesmium erythraeum IMS101: NC_008312],5.03,3.57,4.08,4.62,2.91,3.8,1.09,5.63,4.63,1.54,5.39,0,0,2.33,0,4.36,2.09,2.82,8.67,1.4,3.16,3.75,4.86,14.1,2.06,3.77,0,2.65,4.65,0,4.86,2.57,7.02,0,2.42,5.21,0,2.06,3.05,3.64,3.31,Tery_1577,K05578,,,,ATP synthesis,,K05578,ndhG;,NAD(P)H-quinone,oxidoreductase,subunit,6,[EC:1.6.5.3]
Tery_1923 cysC adenylylsulfate kinase (EC 2.7.1.25) [Trichodesmium erythraeum IMS101: NC_008312],0,4.28,7.15,0,0,5.32,3.27,2.82,5.4,3.08,4.72,0,0,6.23,0.97,1.45,0.7,3.75,0,6.31,3.16,4.5,0.69,0,8.24,0,3.58,3.97,4.65,0,0,10.28,3.51,0,5.65,0,0,4.11,6.85,0,7.27,Tery_1923,K00860,,,,Sulfur metabolism,,K00860,cysC;,adenylylsulfate,kinase,[EC:2.7.1.25],,
Tery_4981  oxidoreductase-like [Trichodesmium erythraeum IMS101: NC_008312],0,5.71,9.19,0,0,3.8,1.09,1.41,6.18,0.77,7.41,0,0,3.11,0,0,0.7,0,0,10.51,3.16,3,0,0,12.37,1.26,5.37,1.32,9.31,0,0,5.14,0,0,5.65,0,0,4.11,3.81,0,5.29,Tery_4981,no,,,,,,,,,,,,
Tery_1525  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,2.86,3.06,1.15,0,6.84,4.36,7.04,3.09,7.7,3.37,0,0,2.33,0,0,3.48,1.88,0,5.61,2.11,3.75,0.69,0,3.44,3.77,5.37,0,3.99,0,0,7.71,0,0,5.65,0,0,5.49,4.57,0,5.95,Tery_1525,no,,,,,,,,,,,,
Tery_2311  anti-sigma-factor antagonist (STAS) domain protein [Trichodesmium erythraeum IMS101: NC_008312],3.77,2.86,7.15,0,0,1.52,2.18,0,2.32,3.08,4.72,0,0,2.33,0,0,2.79,0.94,0,4.91,2.11,3.75,0,0,5.5,2.51,2.68,0,5.32,0,0,6.42,0,0,4.03,0,0,4.11,3.05,0,3.97,Tery_2311,no,,,,,,,,,,,,
Tery_1136 petD cytochrome b/b6-like [Trichodesmium erythraeum IMS101: NC_008312],6.29,0,0,1.15,0,3.04,2.18,1.41,1.54,0.77,0.67,0,0,1.56,0,0,1.39,0,0,2.1,0,3,0,0,1.37,0,0,0,1.33,0,0,0,7.02,0,0,0,0,3.43,3.05,0,0.66,Tery_1136,K02637,,,,ATP synthesis,,K02637,petD;,cytochrome,b6-f,complex,subunit,4
Tery_2774  peptidase M16-like [Trichodesmium erythraeum IMS101: NC_008312],5.03,4.28,4.08,0,2.91,7.6,6.54,2.82,3.86,3.08,4.72,0,4.29,7,0,1.45,2.09,0.94,0,9.11,4.22,6.75,0.69,0,3.44,3.77,8.05,2.65,6.65,0,0,3.85,0,0,5.65,1.74,0,4.8,6.85,2.73,4.63,Tery_2774,K07263,,,,,,,,,,,,
Tery_1824  protein of unknown function DUF1499 [Trichodesmium erythraeum IMS101: NC_008312],5.03,2.86,7.15,2.31,5.82,6.84,5.45,5.63,6.95,4.62,7.41,0,7.14,5.45,0,5.82,4.18,5.63,0,7.01,7.38,4.5,3.47,0,4.81,5.03,5.37,1.32,8.64,3.18,0,10.28,7.02,0,4.84,3.48,0,8.23,6.85,0,9.92,Tery_1824,no,,,,,,,,,,,,
Tery_1019  5-oxoprolinase (ATP-hydrolyzing) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0.77,0,0.67,0,0,0,0,0,0,0,0,0.7,0,0,0,0,2.06,0,0,0,1.33,0,0,1.28,0,0,0,0,0,0,0.76,0,0.66,Tery_1019,K01469,,,,,,,,,,,,
Tery_3366  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],2.52,2.86,1.02,5.77,2.91,3.04,1.09,5.63,3.09,4.62,2.02,1.12,1.43,5.45,6.81,0,3.48,3.75,0,2.8,4.22,3,6.95,0,3.44,0,8.05,5.3,3.32,7.41,2.43,3.85,0,0,4.03,3.48,0,2.06,3.05,0.91,2.65,Tery_3366,no,,,,,,,,,,,,
Tery_2773  peptidase M16-like [Trichodesmium erythraeum IMS101: NC_008312],7.55,0.71,5.11,4.62,1.46,6.08,2.18,0,2.32,6.93,2.7,0,1.43,7,0,1.45,3.48,2.82,0,2.1,5.27,3.75,2.08,0,3.44,2.51,2.68,0,1.33,1.06,0,3.85,0,0,0.81,1.74,0,1.37,6.85,0,3.97,Tery_2773,no,,,,,,,,,,,,
Tery_3368  Hydrogen:quinone oxidoreductase [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0.76,1.09,0,0.77,0,5.39,0,0,1.56,0,0,0,0,0,2.1,0,4.5,0,0,2.06,0,0.89,1.32,2.66,0,0,0,0,0,2.42,0,0,2.06,2.28,0,2.65,Tery_3368,K06281,,,,,,,,,,,,
Tery_0452 acpP acyl carrier protein [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,8.17,0,0,2.28,0,5.63,4.63,0,2.7,0,0,1.56,0,0,1.39,0,0,3.5,0,3,0,0,6.87,1.26,0,0,5.98,0,0,0,3.51,0,0,0,0,2.06,1.52,0,3.31,Tery_0452,K02078,,,,,,,,,,,,
Tery_2395  Tetratricopeptide TPR_2 [Trichodesmium erythraeum IMS101: NC_008312],0,2.14,0,0,0,4.56,1.09,1.41,2.32,1.54,4.04,0,0,3.11,0,0,0,0,0,5.61,1.05,3.75,0,0,4.12,0,0,2.65,1.33,0,0,3.85,0,0,4.03,0,0,4.11,3.05,0,3.31,Tery_2395,no,,,,,,,,,,,,
Tery_2425 lepA GTP-binding protein LepA [Trichodesmium erythraeum IMS101: NC_008312],1.26,0,1.02,0,0,1.52,0,0,0,0,0,0,0,1.56,0,0,0,1.88,0,0,0,0,0,0,1.37,0,0,1.32,1.33,0,0,0,0,0,0,0,0,1.37,3.05,0,0,Tery_2425,K03596,,,,,,,,,,,,
Tery_3177 murA UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) [Trichodesmium erythraeum IMS101: NC_008312],0,2.86,0,0,0,0,3.27,2.82,4.63,0.77,4.72,0,0,3.11,0.97,0,0,0,0,1.4,0,5.25,0,0,2.06,0,2.68,0,0.66,0,1.21,2.57,0,4.82,2.42,0,0,2.74,4.57,0.91,1.98,Tery_3177,K00790,,,,,,,,,,,,
Tery_5016  isoamylase [Trichodesmium erythraeum IMS101: NC_008312],0,2.14,0,0,0,0.76,0,0,3.09,0,2.7,0,1.43,0.78,0,0,1.39,0.94,0,3.5,2.11,0,0,0,3.44,1.26,0,0,1.99,0,0,5.14,0,0,0.81,0,0,2.06,6.09,0,3.97,Tery_5016,K01214,,,,Other carbohydrate metabolism,,K01214,"ISA,",treX;,isoamylase,[EC:3.2.1.68],,
Tery_3923  WD-40 repeat-containing protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_3923,no,,,,,,,,,,,,
Tery_3051  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],1.26,4.28,2.04,3.46,0,3.8,3.27,0,5.4,1.54,2.7,0,1.43,5.45,0,0,3.48,2.82,0,2.1,4.22,4.5,0,0,5.5,1.26,1.79,1.32,7.31,0,0,6.42,0,0,3.23,3.48,0,4.11,4.57,0,5.95,Tery_3051,no,,,,,,,,,,,,
Tery_0866  cobaltochelatase CobN subunit (EC 6.6.1.2) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0.66,0,0,1.28,0,0,0,0,0,0,0,0,0,Tery_0866,K03403,,,,,,,,,,,,
Tery_4498  Na-Ca exchanger/integrin-beta4 [Trichodesmium erythraeum IMS101: NC_008312],2.52,5,1.02,0,0,4.56,3.27,0,5.4,6.16,5.39,0,0,1.56,0,1.45,3.48,3.75,0,2.1,3.16,4.5,0.69,0,4.12,2.51,2.68,0,5.32,0,0,5.14,0,0,4.84,0,0,4.11,5.33,0,2.65,Tery_4498,no,,,,,,,,,,,,
"Tery_1952  SPFH domain, Band 7 family protein [Trichodesmium erythraeum IMS101: NC_008312]",0,1.43,1.02,2.31,0,3.04,2.18,0,5.4,0.77,4.72,0,0,0,0,1.45,0.7,0,0,2.8,3.16,0,0,0,3.44,1.26,0.89,6.62,2.66,0,0,1.28,0,0,2.42,0,0,2.74,2.28,0,1.32,Tery_1952,no,,,,,,,,,,,,
Tery_4198  RNA-binding S4 [Trichodesmium erythraeum IMS101: NC_008312],2.52,3.57,1.02,0,1.46,3.04,0,5.63,2.32,0,4.04,0,0,4.67,0,0,0.7,1.88,0,2.8,2.11,3.75,0,0,4.81,3.77,0.89,0,3.32,0,0,1.28,0,0,2.42,0,0,4.11,6.85,0,2.65,Tery_4198,no,,,,,,,,,,,,
Tery_3158  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0.71,1.02,0,0,0.76,0,0,1.54,0.77,1.35,0,0,0,0,0,0.7,0,0,2.1,0,0,0,0,2.06,0,0,0,1.33,0,0,0,0,0,0.81,0,0,0.69,1.52,0,2.65,Tery_3158,no,,,,,,,,,,,,
"Tery_4088 menB 1,4-Dihydroxy-2-naphthoyl-CoA synthase (EC 4.1.3.36) [Trichodesmium erythraeum IMS101: NC_008312]",11.32,6.43,6.13,0,2.91,4.56,9.81,14.08,6.18,5.39,5.39,0,7.14,7.78,0,2.91,4.18,6.57,0,7.01,7.38,8.25,2.78,0,6.87,11.31,7.16,1.32,6.65,2.12,0,12.84,3.51,0,4.03,1.74,0,7.54,6.09,0.91,3.97,Tery_4088,K01661,,,,Cofactor and vitamin biosynthesis,,K01661,menB;,naphthoate,synthase,[EC:4.1.3.36],,
"Tery_4937 rpaA two component transcriptional regulator, winged helix family [Trichodesmium erythraeum IMS101: NC_008312]",6.29,2.14,7.15,1.15,0,3.8,3.27,1.41,8.49,8.47,8.76,0,0,10.12,0,0,6.27,3.75,0,10.51,6.32,4.5,3.47,0,8.24,3.77,3.58,0,7.31,3.18,0,3.85,0,0,4.84,3.48,0,4.11,4.57,0,5.95,Tery_4937,K10697,,,,Two-component regulatory system,,K10697,rpaA;,two-component,"system,",OmpR,"family,",response
Tery_1906  Na-Ca exchanger/integrin-beta4 [Trichodesmium erythraeum IMS101: NC_008312],0,0.71,0,0,0,0,0,0,3.09,0,3.37,0,0,0.78,0,0,0,0,0,1.4,0,0.75,2.78,0,1.37,0,1.79,0,0.66,0,0,0,0,0,0.81,0,0,0.69,1.52,0,1.32,Tery_1906,no,,,,,,,,,,,,
"Tery_2624  peptidase C14, caspase catalytic subunit p20 [Trichodesmium erythraeum IMS101: NC_008312]",2.52,3.57,4.08,0,0,2.28,4.36,0,3.86,1.54,7.41,0,0,2.33,0,0,2.09,1.88,0,4.21,4.22,5.25,0.69,0,4.81,2.51,3.58,0,3.32,0,0,6.42,0,0,7.26,0,0,2.74,3.05,0,3.97,Tery_2624,no,,,,,,,,,,,,
Tery_0602  ferrochelatase (EC 4.99.1.1) [Trichodesmium erythraeum IMS101: NC_008312],2.52,0.71,4.08,0,0,6.08,2.18,0,10.04,3.08,8.76,0,0,7.78,0,0,4.88,0,0,5.61,1.05,2.25,0,0,0.69,0,0,0,0.66,0,0,0,0,0,1.61,0,0,3.43,6.09,0,1.98,Tery_0602,K01772,,,,Cofactor and vitamin biosynthesis,,K01772,"hemH,",FECH;,protoporphyrin/coproporphyrin,ferrochelatase,[EC:4.99.1.1,4.99.1.9]
Tery_1910  CAB/ELIP/HLIP-related protein [Trichodesmium erythraeum IMS101: NC_008312],2.52,2.14,3.06,1.15,0,5.32,0,2.82,7.72,3.08,4.72,0,5.71,7,0,0,6.97,1.88,0,7.71,1.05,2.25,1.39,0,10.99,0,5.37,2.65,7.31,2.12,0,8.99,0,0,3.23,0,0,2.74,5.33,0,5.95,Tery_1910,no,,,,,,,,,,,,
Tery_3821  beta-ketoacyl synthase [Trichodesmium erythraeum IMS101: NC_008312],0,7.85,0,0,0,0,2.18,0,2.32,4.62,0,0,0,0,0,0,0,1.88,0,0,0,7.5,0,0,2.75,0,0.89,0,3.32,0,0,0,0,0,1.61,0,0,2.74,6.09,0,0,Tery_3821,no,,,,,,,,,,,,
Tery_0741  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,4.28,0,3.46,0,0,0,0,2.32,3.08,2.02,0,0,0,0,0,1.39,0,0,0,0,0,0.69,0,2.75,0,1.79,7.94,3.32,4.23,0,1.28,0,0,4.03,0,0,0.69,3.81,0,1.98,Tery_0741,no,,,,,,,,,,,,
Tery_3159  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,2.86,2.04,0,0,2.28,3.27,7.04,3.09,0,2.02,0,0,0.78,0,0,0,0,0,0.7,1.05,3,0,0,2.75,5.03,0,0,3.99,0,0,0,0,0,0.81,0,0,2.74,0.76,0,3.31,Tery_3159,no,,,,,,,,,,,,
Tery_3645 mutS DNA mismatch repair protein MutS [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,Tery_3645,K03555,,,,,,,,,,,,
Tery_4602 rpsU SSU ribosomal protein S21P [Trichodesmium erythraeum IMS101: NC_008312],0,2.14,0,0,0,1.52,2.18,2.82,0,0,0,0,2.86,1.56,0,0,0,0,0,0.7,2.11,2.25,0,0,0,0,0.89,3.97,0.66,0,0,2.57,0,0,0,0,0,2.06,3.05,0,1.32,Tery_4602,K02970,,,,Ribosome,,K02970,"RP-S21,","MRPS21,",rpsU;,small,subunit,ribosomal
Tery_4313 hemH ferrochelatase (EC 4.99.1.1) [Trichodesmium erythraeum IMS101: NC_008312],0,2.14,4.08,0,0,1.52,0,0,4.63,0,3.37,0,0,3.89,0,0,1.39,0,0,2.1,2.11,3.75,0,0,4.12,0,6.26,5.3,8.64,0,0,6.42,0,0,6.46,0,0,5.49,5.33,0,6.61,Tery_4313,K01772,,,,Cofactor and vitamin biosynthesis,,K01772,"hemH,",FECH;,protoporphyrin/coproporphyrin,ferrochelatase,[EC:4.99.1.1,4.99.1.9]
Tery_2596 purL phosphoribosylformylglycinamidine synthase subunit II (EC 6.3.5.3) [Trichodesmium erythraeum IMS101: NC_008312],2.52,4.28,4.08,0,0,3.8,3.27,2.82,1.54,3.85,5.39,0,0,6.23,0,0,4.88,3.75,0,5.61,1.05,4.5,0,0,3.44,2.51,4.47,1.32,4.65,0,0,5.14,0,0,3.23,0,0,3.43,3.05,0,3.31,Tery_2596,K01952,,,,Purine metabolism,,K01952,"purL,",PFAS;,phosphoribosylformylglycinamidine,synthase,[EC:6.3.5.3],
Tery_4895 aroA 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) [Trichodesmium erythraeum IMS101: NC_008312],0,7.85,3.06,0,1.46,1.52,3.27,0,5.4,1.54,5.39,0,0,0.78,0,0,2.09,0,0,4.21,3.16,4.5,0,0,4.12,1.26,2.68,3.97,5.98,0,0,5.14,0,0,5.65,5.21,0,6.17,3.81,0,5.95,Tery_4895,K00800,,,,Aromatic amino acid metabolism,,K00800,aroA;,3-phosphoshikimate,1-carboxyvinyltransferase,[EC:2.5.1.19],,
Tery_2900  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,1.15,0,0,0,1.41,0.77,0.77,2.02,0,0,0.78,7.78,0,0,3.75,0,4.21,6.32,3.75,11.81,0,2.75,2.51,8.95,11.92,6.65,7.41,0,0,7.02,0,2.42,0,0,1.37,0.76,0,0,Tery_2900,no,,,,,,,,,,,,
Tery_0068  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],11.32,5,2.04,0,0,4.56,8.72,12.67,5.4,9.24,4.04,0,2.86,5.45,0,11.63,13.94,2.82,4.34,4.21,1.05,4.5,0,0,8.24,10.05,3.58,0,6.65,0,0,5.14,14.04,14.47,4.84,1.74,0,3.43,4.57,0,5.29,Tery_0068,no,,,,,,,,,,,,
"Tery_1890  Integrin, beta chain-like [Trichodesmium erythraeum IMS101: NC_008312]",0,0.71,0,1.15,0,0.76,0,0,0,0,2.02,0,0,0.78,0,0,0,0.94,0,1.4,1.05,3,0,0,0.69,0,0,0,1.99,0,0,2.57,0,0,0,0,0,0.69,1.52,0,1.32,Tery_1890,no,,,,,,,,,,,,
Tery_1487  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,2.14,7.15,0,0,3.04,1.09,0,3.09,1.54,5.39,0,0,3.11,0,0,0,0.94,0,4.21,2.11,7.5,0,0,2.75,0,0.89,0,3.99,0,0,1.28,0,0,1.61,0,0,4.8,0,0,3.97,Tery_1487,no,,,,,,,,,,,,
Tery_3319 fabZ 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.-) [Trichodesmium erythraeum IMS101: NC_008312],1.26,0.71,0,0,0,0.76,0,1.41,5.4,0,2.02,0,0,2.33,0,0,0.7,2.82,0,0.7,2.11,3.75,0.69,0,2.75,1.26,0,0,1.33,0,0,1.28,0,0,0.81,0,0,2.06,2.28,0,0.66,Tery_3319,K02372,,,,Fatty acid metabolism,,K02372,fabZ;,3-hydroxyacyl-[acyl-carrier-protein],dehydratase,[EC:4.2.1.59],,
Tery_3319 fabZ 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.-) [Trichodesmium erythraeum IMS101: NC_008312],1.26,0.71,0,0,0,0.76,0,1.41,5.4,0,2.02,0,0,2.33,0,0,0.7,2.82,0,0.7,2.11,3.75,0.69,0,2.75,1.26,0,0,1.33,0,0,1.28,0,0,0.81,0,0,2.06,2.28,0,0.66,Tery_3319,K02372,,,,Cofactor and vitamin biosynthesis,,K02372,fabZ;,3-hydroxyacyl-[acyl-carrier-protein],dehydratase,[EC:4.2.1.59],,
Tery_3730  Exoribonuclease II [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0.76,0,0,0,1.54,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,1.61,0,0,1.37,0.76,0,0.66,Tery_3730,K01147,,,,,,,,,,,,
"Tery_4461  5,6-dimethylbenzimidazole synthase (EC 1.14.99.40)/cob(II)yrinic acid a,c-diamide reductase (EC 1.16.8.1) [Trichodesmium erythraeum IMS101: NC_008312]",0,2.86,4.08,4.62,0,2.28,5.45,0,3.09,0,4.72,0,0,3.11,0,0,0,0,0,2.8,6.32,0,0,0,1.37,0,4.47,2.65,4.65,0,0,0,0,0,6.46,0,0,3.43,1.52,0,3.97,Tery_4461,K04719,,,,,,,,,,,,
Tery_0677  glutaredoxin-like protein [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,0,0,2.28,2.18,0,0,1.54,0.67,0,0,0.78,0,4.36,0,1.88,0,0,2.11,2.25,0,0,0,0,0,1.32,0.66,0,0,3.85,3.51,0,1.61,0,0,0.69,1.52,0,2.65,Tery_0677,K07390,,,,,,,,,,,,
"Tery_3792  anthranilate synthase, component I (EC 4.1.3.27) [Trichodesmium erythraeum IMS101: NC_008312]",0,0,1.02,0,0,0.76,1.09,0,0.77,0,0.67,0,0,0.78,0,0,0,0,0,0.7,1.05,0,0,0,2.06,0,0,0,1.33,0,0,0,0,0,0,0,0,0.69,1.52,0,0.66,Tery_3792,K01657,,,,Aromatic amino acid metabolism,"M00023  Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",K01657,trpE;,anthranilate,synthase,component,I,[EC:4.1.3.27]
Tery_0629  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],6.29,3.57,3.06,13.86,0,3.04,4.36,5.63,3.09,3.85,3.37,0,0,3.11,0.97,5.82,4.88,1.88,0,3.5,0,4.5,10.42,0,3.44,5.03,4.47,6.62,3.99,7.41,0,6.42,0,0,3.23,3.48,0,3.43,3.81,0,4.63,Tery_0629,no,,,,,,,,,,,,
"Tery_0302  flavin reductase-like, FMN-binding [Trichodesmium erythraeum IMS101: NC_008312]",5.03,0,2.04,0,0,2.28,0,1.41,1.54,2.31,1.35,0,0,0,0,0,0.7,0.94,0,2.1,0,1.5,0,0,2.06,7.54,1.79,0,3.32,0,0,1.28,0,0,0,0,0,0,0.76,0,1.98,Tery_0302,no,,,,,,,,,,,,
Tery_2771  translation elongation factor 2 (EF-2/EF-G) [Trichodesmium erythraeum IMS101: NC_008312],1.26,5,0,2.31,0,3.8,2.18,0,0,3.85,3.37,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,1.37,2.28,0,3.97,Tery_2771,K02355,,,,,,,,,,,,
Tery_2384  3'-nucleotidase (EC 3.1.3.6)/5'-nucleotidase (EC 3.1.3.5)/exopolyphosphatase (EC 3.6.1.11) [Trichodesmium erythraeum IMS101: NC_008312],0,0,4.08,0,0,2.28,0,0,1.54,0.77,2.7,0,0,1.56,0,0,0.7,0.94,0,4.21,1.05,3.75,0,0,0.69,0,0,0,1.99,0,0,2.57,0,0,2.42,0,0,3.43,3.81,0,1.98,Tery_2384,K03787,,,,,,,,,,,,
Tery_3104  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],1.26,3.57,5.11,3.46,0,0.76,3.27,4.22,0.77,2.31,0.67,0,7.14,3.11,0,4.36,2.79,2.82,0,2.8,3.16,1.5,5.56,0,2.06,5.03,2.68,1.32,2.66,1.06,0,5.14,0,0,2.42,6.95,0,3.43,4.57,1.82,1.98,Tery_3104,no,,,,,,,,,,,,
